month_of_delay,datetime,hbt,hbtqf,age_group,age_group_qf,reason_for_delay,reason_for_delay_qf,number_of_delayed_bed_days,average_daily_number_of_delayed_beds
202004,2020-04-01,S08000024,NA,18-74,NA,Code 9 Reasons,NA,159,5
202004,2020-04-01,S08000024,NA,18-74,NA,Health and Social Care Reasons,NA,957,32
202004,2020-04-01,S08000024,NA,18-74,NA,Patient and Family Related Reasons,NA,18,1
202004,2020-04-01,S08000024,NA,75plus,NA,All Delay Reasons,d,1397,47
202004,2020-04-01,S08000024,NA,75plus,NA,Code 9 Reasons,NA,384,13
202004,2020-04-01,S08000024,NA,75plus,NA,Health and Social Care Reasons,NA,932,31
202004,2020-04-01,S08000024,NA,75plus,NA,Patient and Family Related Reasons,NA,81,3
202004,2020-04-01,S08000025,NA,18plus,d,All Delay Reasons,d,0,0
202004,2020-04-01,S08000025,NA,18plus,d,Code 9 Reasons,NA,0,0
202004,2020-04-01,S08000025,NA,18plus,d,Health and Social Care Reasons,NA,0,0
202004,2020-04-01,S08000025,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000025,NA,18-74,NA,All Delay Reasons,d,0,0
202004,2020-04-01,S08000025,NA,18-74,NA,Code 9 Reasons,NA,0,0
202004,2020-04-01,S08000025,NA,18-74,NA,Health and Social Care Reasons,NA,0,0
202004,2020-04-01,S08000025,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000025,NA,75plus,NA,All Delay Reasons,d,0,0
202004,2020-04-01,S08000025,NA,75plus,NA,Code 9 Reasons,NA,0,0
202004,2020-04-01,S08000025,NA,75plus,NA,Health and Social Care Reasons,NA,0,0
202004,2020-04-01,S08000025,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000026,NA,18plus,d,All Delay Reasons,d,0,0
202004,2020-04-01,S08000026,NA,18plus,d,Code 9 Reasons,NA,0,0
202004,2020-04-01,S08000026,NA,18plus,d,Health and Social Care Reasons,NA,0,0
202004,2020-04-01,S08000026,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000026,NA,18-74,NA,All Delay Reasons,d,0,0
202004,2020-04-01,S08000026,NA,18-74,NA,Code 9 Reasons,NA,0,0
202004,2020-04-01,S08000026,NA,18-74,NA,Health and Social Care Reasons,NA,0,0
202004,2020-04-01,S08000026,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000026,NA,75plus,NA,All Delay Reasons,d,0,0
202004,2020-04-01,S08000026,NA,75plus,NA,Code 9 Reasons,NA,0,0
202004,2020-04-01,S08000026,NA,75plus,NA,Health and Social Care Reasons,NA,0,0
202004,2020-04-01,S08000026,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000028,NA,18plus,d,All Delay Reasons,d,78,3
202004,2020-04-01,S08000028,NA,18plus,d,Code 9 Reasons,NA,41,1
202004,2020-04-01,S08000028,NA,18plus,d,Health and Social Care Reasons,NA,37,1
202004,2020-04-01,S08000028,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000028,NA,18-74,NA,All Delay Reasons,d,58,2
202004,2020-04-01,S08000028,NA,18-74,NA,Code 9 Reasons,NA,23,1
202004,2020-04-01,S08000028,NA,18-74,NA,Health and Social Care Reasons,NA,35,1
202004,2020-04-01,S08000028,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000028,NA,75plus,NA,All Delay Reasons,d,20,1
202004,2020-04-01,S08000028,NA,75plus,NA,Code 9 Reasons,NA,18,1
202004,2020-04-01,S08000028,NA,75plus,NA,Health and Social Care Reasons,NA,2,0
202004,2020-04-01,S08000028,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000029,NA,18plus,d,All Delay Reasons,d,2078,69
202004,2020-04-01,S08000029,NA,18plus,d,Code 9 Reasons,NA,1000,33
202004,2020-04-01,S08000029,NA,18plus,d,Health and Social Care Reasons,NA,1036,35
202004,2020-04-01,S08000029,NA,18plus,d,Patient and Family Related Reasons,NA,42,1
202004,2020-04-01,S08000029,NA,18-74,NA,All Delay Reasons,d,943,31
202004,2020-04-01,S08000029,NA,18-74,NA,Code 9 Reasons,NA,551,18
202004,2020-04-01,S08000029,NA,18-74,NA,Health and Social Care Reasons,NA,380,13
202004,2020-04-01,S08000029,NA,18-74,NA,Patient and Family Related Reasons,NA,12,0
202004,2020-04-01,S08000029,NA,75plus,NA,All Delay Reasons,d,1135,38
202004,2020-04-01,S08000029,NA,75plus,NA,Code 9 Reasons,NA,449,15
202004,2020-04-01,S08000029,NA,75plus,NA,Health and Social Care Reasons,NA,656,22
202004,2020-04-01,S08000029,NA,75plus,NA,Patient and Family Related Reasons,NA,30,1
202004,2020-04-01,S08000030,NA,18plus,d,All Delay Reasons,d,1058,35
202004,2020-04-01,S08000030,NA,18plus,d,Code 9 Reasons,NA,520,17
202004,2020-04-01,S08000030,NA,18plus,d,Health and Social Care Reasons,NA,497,17
202004,2020-04-01,S08000030,NA,18plus,d,Patient and Family Related Reasons,NA,41,1
202004,2020-04-01,S08000030,NA,18-74,NA,All Delay Reasons,d,562,19
202004,2020-04-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,292,10
202004,2020-04-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,269,9
202004,2020-04-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,1,0
202004,2020-04-01,S08000030,NA,75plus,NA,All Delay Reasons,d,496,17
202004,2020-04-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,228,8
202004,2020-04-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,228,8
202004,2020-04-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,40,1
202004,2020-04-01,S08000031,NA,18plus,d,All Delay Reasons,d,5607,187
202004,2020-04-01,S08000031,NA,18plus,d,Code 9 Reasons,NA,2563,85
202004,2020-04-01,S08000031,NA,18plus,d,Health and Social Care Reasons,NA,2796,93
202004,2020-04-01,S08000031,NA,18plus,d,Patient and Family Related Reasons,NA,248,8
202004,2020-04-01,S08000031,NA,18-74,NA,All Delay Reasons,d,2678,89
202004,2020-04-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1291,43
202004,2020-04-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,1290,43
202004,2020-04-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,97,3
202004,2020-04-01,S08000031,NA,75plus,NA,All Delay Reasons,d,2929,98
202004,2020-04-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,1272,42
202004,2020-04-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,1506,50
202004,2020-04-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,151,5
202004,2020-04-01,S08000032,NA,18plus,d,All Delay Reasons,d,2532,84
202004,2020-04-01,S08000032,NA,18plus,d,Code 9 Reasons,NA,641,21
202004,2020-04-01,S08000032,NA,18plus,d,Health and Social Care Reasons,NA,1891,63
202004,2020-04-01,S08000032,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000032,NA,18-74,NA,All Delay Reasons,d,871,29
202004,2020-04-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,234,8
202004,2020-04-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,637,21
202004,2020-04-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000032,NA,75plus,NA,All Delay Reasons,d,1661,55
202004,2020-04-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,407,14
202004,2020-04-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,1254,42
202004,2020-04-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S92000003,d,18plus,d,All Delay Reasons,d,20293,676
202004,2020-04-01,S92000003,d,18plus,d,Code 9 Reasons,NA,7639,255
202004,2020-04-01,S92000003,d,18plus,d,Health and Social Care Reasons,NA,12062,402
202004,2020-04-01,S92000003,d,18plus,d,Patient and Family Related Reasons,NA,592,20
202004,2020-04-01,S92000003,d,18-74,NA,All Delay Reasons,d,8515,284
202004,2020-04-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,3497,117
202004,2020-04-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,4847,162
202004,2020-04-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,171,6
202004,2020-04-01,S92000003,d,75plus,NA,All Delay Reasons,d,11778,393
202004,2020-04-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,4142,138
202004,2020-04-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,7215,241
202004,2020-04-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,421,14
202005,2020-05-01,S08000015,NA,18plus,d,All Delay Reasons,d,1704,55
202005,2020-05-01,S08000015,NA,18plus,d,Code 9 Reasons,NA,822,27
202005,2020-05-01,S08000015,NA,18plus,d,Health and Social Care Reasons,NA,849,27
202005,2020-05-01,S08000015,NA,18plus,d,Patient and Family Related Reasons,NA,33,1
202005,2020-05-01,S08000015,NA,18-74,NA,All Delay Reasons,d,523,17
202005,2020-05-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,194,6
202005,2020-05-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,329,11
202005,2020-05-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000015,NA,75plus,NA,All Delay Reasons,d,1181,38
202005,2020-05-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,628,20
202005,2020-05-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,520,17
202005,2020-05-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,33,1
202005,2020-05-01,S08000016,NA,18plus,d,All Delay Reasons,d,731,24
202005,2020-05-01,S08000016,NA,18plus,d,Code 9 Reasons,NA,152,5
202005,2020-05-01,S08000016,NA,18plus,d,Health and Social Care Reasons,NA,522,17
202005,2020-05-01,S08000016,NA,18plus,d,Patient and Family Related Reasons,NA,57,2
202005,2020-05-01,S08000016,NA,18-74,NA,All Delay Reasons,d,255,8
202005,2020-05-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,4,0
202005,2020-05-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,225,7
202005,2020-05-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,26,1
202005,2020-05-01,S08000016,NA,75plus,NA,All Delay Reasons,d,476,15
202005,2020-05-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,148,5
202005,2020-05-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,297,10
202005,2020-05-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,31,1
202005,2020-05-01,S08000017,NA,18plus,d,All Delay Reasons,d,231,7
202005,2020-05-01,S08000017,NA,18plus,d,Code 9 Reasons,NA,88,3
202005,2020-05-01,S08000017,NA,18plus,d,Health and Social Care Reasons,NA,143,5
202005,2020-05-01,S08000017,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000017,NA,18-74,NA,All Delay Reasons,d,177,6
202005,2020-05-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,65,2
202005,2020-05-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,112,4
202005,2020-05-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000017,NA,75plus,NA,All Delay Reasons,d,54,2
202005,2020-05-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,23,1
202005,2020-05-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,31,1
202005,2020-05-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000019,NA,18plus,d,All Delay Reasons,d,1345,43
202005,2020-05-01,S08000019,NA,18plus,d,Code 9 Reasons,NA,817,26
202005,2020-05-01,S08000019,NA,18plus,d,Health and Social Care Reasons,NA,479,15
202005,2020-05-01,S08000019,NA,18plus,d,Patient and Family Related Reasons,NA,49,2
202005,2020-05-01,S08000019,NA,18-74,NA,All Delay Reasons,d,476,15
202005,2020-05-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,366,12
202005,2020-05-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,110,4
202005,2020-05-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000019,NA,75plus,NA,All Delay Reasons,d,869,28
202005,2020-05-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,451,15
202005,2020-05-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,369,12
202005,2020-05-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,49,2
202005,2020-05-01,S08000020,NA,18plus,d,All Delay Reasons,d,931,30
202005,2020-05-01,S08000020,NA,18plus,d,Code 9 Reasons,NA,270,9
202005,2020-05-01,S08000020,NA,18plus,d,Health and Social Care Reasons,NA,610,20
202005,2020-05-01,S08000020,NA,18plus,d,Patient and Family Related Reasons,NA,51,2
202005,2020-05-01,S08000020,NA,18-74,NA,All Delay Reasons,d,287,9
202005,2020-05-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,172,6
202005,2020-05-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,115,4
202005,2020-05-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000020,NA,75plus,NA,All Delay Reasons,d,644,21
202005,2020-05-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,98,3
202005,2020-05-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,495,16
202005,2020-05-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,51,2
202005,2020-05-01,S08000022,NA,18plus,d,All Delay Reasons,d,1689,54
202005,2020-05-01,S08000022,NA,18plus,d,Code 9 Reasons,NA,365,12
202005,2020-05-01,S08000022,NA,18plus,d,Health and Social Care Reasons,NA,1262,41
202005,2020-05-01,S08000022,NA,18plus,d,Patient and Family Related Reasons,NA,62,2
202005,2020-05-01,S08000022,NA,18-74,NA,All Delay Reasons,d,713,23
202005,2020-05-01,S08000022,NA,18-74,NA,Code 9 Reasons,NA,195,6
202005,2020-05-01,S08000022,NA,18-74,NA,Health and Social Care Reasons,NA,487,16
202005,2020-05-01,S08000022,NA,18-74,NA,Patient and Family Related Reasons,NA,31,1
202005,2020-05-01,S08000022,NA,75plus,NA,All Delay Reasons,d,976,31
202005,2020-05-01,S08000022,NA,75plus,NA,Code 9 Reasons,NA,170,5
202005,2020-05-01,S08000022,NA,75plus,NA,Health and Social Care Reasons,NA,775,25
202005,2020-05-01,S08000022,NA,75plus,NA,Patient and Family Related Reasons,NA,31,1
202005,2020-05-01,S08000024,NA,18plus,d,All Delay Reasons,d,2600,84
202005,2020-05-01,S08000024,NA,18plus,d,Code 9 Reasons,NA,384,12
202005,2020-05-01,S08000024,NA,18plus,d,Health and Social Care Reasons,NA,2083,67
202005,2020-05-01,S08000024,NA,18plus,d,Patient and Family Related Reasons,NA,133,4
202005,2020-05-01,S08000024,NA,18-74,NA,All Delay Reasons,d,1087,35
202005,2020-05-01,S08000024,NA,18-74,NA,Code 9 Reasons,NA,128,4
202005,2020-05-01,S08000024,NA,18-74,NA,Health and Social Care Reasons,NA,946,31
202005,2020-05-01,S08000024,NA,18-74,NA,Patient and Family Related Reasons,NA,13,0
202005,2020-05-01,S08000024,NA,75plus,NA,All Delay Reasons,d,1513,49
202005,2020-05-01,S08000024,NA,75plus,NA,Code 9 Reasons,NA,256,8
202005,2020-05-01,S08000024,NA,75plus,NA,Health and Social Care Reasons,NA,1137,37
202005,2020-05-01,S08000024,NA,75plus,NA,Patient and Family Related Reasons,NA,120,4
202005,2020-05-01,S08000025,NA,18plus,d,All Delay Reasons,d,0,0
202005,2020-05-01,S08000025,NA,18plus,d,Code 9 Reasons,NA,0,0
202005,2020-05-01,S08000025,NA,18plus,d,Health and Social Care Reasons,NA,0,0
202005,2020-05-01,S08000025,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000025,NA,18-74,NA,All Delay Reasons,d,0,0
202005,2020-05-01,S08000025,NA,18-74,NA,Code 9 Reasons,NA,0,0
202005,2020-05-01,S08000025,NA,18-74,NA,Health and Social Care Reasons,NA,0,0
202005,2020-05-01,S08000025,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000025,NA,75plus,NA,All Delay Reasons,d,0,0
202005,2020-05-01,S08000025,NA,75plus,NA,Code 9 Reasons,NA,0,0
202005,2020-05-01,S08000025,NA,75plus,NA,Health and Social Care Reasons,NA,0,0
202005,2020-05-01,S08000025,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000026,NA,18plus,d,All Delay Reasons,d,0,0
202005,2020-05-01,S08000026,NA,18plus,d,Code 9 Reasons,NA,0,0
202005,2020-05-01,S08000026,NA,18plus,d,Health and Social Care Reasons,NA,0,0
202005,2020-05-01,S08000026,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000026,NA,18-74,NA,All Delay Reasons,d,0,0
202005,2020-05-01,S08000026,NA,18-74,NA,Code 9 Reasons,NA,0,0
202005,2020-05-01,S08000026,NA,18-74,NA,Health and Social Care Reasons,NA,0,0
202005,2020-05-01,S08000026,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000026,NA,75plus,NA,All Delay Reasons,d,0,0
202005,2020-05-01,S08000026,NA,75plus,NA,Code 9 Reasons,NA,0,0
202005,2020-05-01,S08000026,NA,75plus,NA,Health and Social Care Reasons,NA,0,0
202005,2020-05-01,S08000026,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000028,NA,18plus,d,All Delay Reasons,d,112,4
202005,2020-05-01,S08000028,NA,18plus,d,Code 9 Reasons,NA,34,1
202005,2020-05-01,S08000028,NA,18plus,d,Health and Social Care Reasons,NA,78,3
202005,2020-05-01,S08000028,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000028,NA,18-74,NA,All Delay Reasons,d,50,2
202005,2020-05-01,S08000028,NA,18-74,NA,Code 9 Reasons,NA,3,0
202005,2020-05-01,S08000028,NA,18-74,NA,Health and Social Care Reasons,NA,47,2
202005,2020-05-01,S08000028,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000028,NA,75plus,NA,All Delay Reasons,d,62,2
202005,2020-05-01,S08000028,NA,75plus,NA,Code 9 Reasons,NA,31,1
202005,2020-05-01,S08000028,NA,75plus,NA,Health and Social Care Reasons,NA,31,1
202005,2020-05-01,S08000028,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000029,NA,18plus,d,All Delay Reasons,d,1665,54
202005,2020-05-01,S08000029,NA,18plus,d,Code 9 Reasons,NA,790,25
202005,2020-05-01,S08000029,NA,18plus,d,Health and Social Care Reasons,NA,861,28
202005,2020-05-01,S08000029,NA,18plus,d,Patient and Family Related Reasons,NA,14,0
202005,2020-05-01,S08000029,NA,18-74,NA,All Delay Reasons,d,706,23
202005,2020-05-01,S08000029,NA,18-74,NA,Code 9 Reasons,NA,460,15
202005,2020-05-01,S08000029,NA,18-74,NA,Health and Social Care Reasons,NA,246,8
202005,2020-05-01,S08000029,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202005,2020-05-01,S08000029,NA,75plus,NA,All Delay Reasons,d,959,31
202005,2020-05-01,S08000029,NA,75plus,NA,Code 9 Reasons,NA,330,11
202005,2020-05-01,S08000029,NA,75plus,NA,Health and Social Care Reasons,NA,615,20
202005,2020-05-01,S08000029,NA,75plus,NA,Patient and Family Related Reasons,NA,14,0
202005,2020-05-01,S08000030,NA,18plus,d,All Delay Reasons,d,1232,40
202005,2020-05-01,S08000030,NA,18plus,d,Code 9 Reasons,NA,691,22
202005,2020-05-01,S08000030,NA,18plus,d,Health and Social Care Reasons,NA,439,14
202005,2020-05-01,S08000030,NA,18plus,d,Patient and Family Related Reasons,NA,102,3
202005,2020-05-01,S08000030,NA,18-74,NA,All Delay Reasons,d,582,19
202005,2020-05-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,388,13
202005,2020-05-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,189,6
202005,2020-05-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,5,0
202005,2020-05-01,S08000030,NA,75plus,NA,All Delay Reasons,d,650,21
202005,2020-05-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,303,10
202005,2020-05-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,250,8
202005,2020-05-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,97,3
202005,2020-05-01,S08000031,NA,18plus,d,All Delay Reasons,d,5303,171
202005,2020-05-01,S08000031,NA,18plus,d,Code 9 Reasons,NA,2597,84
202005,2020-05-01,S08000031,NA,18plus,d,Health and Social Care Reasons,NA,2165,70
202005,2020-05-01,S08000031,NA,18plus,d,Patient and Family Related Reasons,NA,541,17
202005,2020-05-01,S08000031,NA,18-74,NA,All Delay Reasons,d,2703,87
202005,2020-05-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1408,45
202005,2020-05-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,1045,34
202005,2020-05-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,250,8
202005,2020-05-01,S08000031,NA,75plus,NA,All Delay Reasons,d,2600,84
202005,2020-05-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,1189,38
202005,2020-05-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,1120,36
202005,2020-05-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,291,9
202005,2020-05-01,S08000032,NA,18plus,d,All Delay Reasons,d,3682,119
202005,2020-05-01,S08000032,NA,18plus,d,Code 9 Reasons,NA,954,31
202005,2020-05-01,S08000032,NA,18plus,d,Health and Social Care Reasons,NA,2691,87
202005,2020-05-01,S08000032,NA,18plus,d,Patient and Family Related Reasons,NA,37,1
202005,2020-05-01,S08000032,NA,18-74,NA,All Delay Reasons,d,1122,36
202005,2020-05-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,330,11
202005,2020-05-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,789,25
202005,2020-05-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,3,0
202005,2020-05-01,S08000032,NA,75plus,NA,All Delay Reasons,d,2560,83
202005,2020-05-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,624,20
202005,2020-05-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,1902,61
202005,2020-05-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,34,1
202005,2020-05-01,S92000003,d,18plus,d,All Delay Reasons,d,21225,685
202005,2020-05-01,S92000003,d,18plus,d,Code 9 Reasons,NA,7964,257
202005,2020-05-01,S92000003,d,18plus,d,Health and Social Care Reasons,NA,12182,393
202005,2020-05-01,S92000003,d,18plus,d,Patient and Family Related Reasons,NA,1079,35
202005,2020-05-01,S92000003,d,18-74,NA,All Delay Reasons,d,8681,280
202005,2020-05-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,3713,120
202005,2020-05-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,4640,150
202005,2020-05-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,328,11
202005,2020-05-01,S92000003,d,75plus,NA,All Delay Reasons,d,12544,405
202005,2020-05-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,4251,137
